href,title,excerpt,img_src
https://unitedhebrewgeriatric.org/rita-mabli-to-be-honored-as-wca-healthcare-champion/,Rita Mabli to be Honored as WCA Healthcare Champion,"The Westchester County Association (WCA), the county’s leading voice for economic growth and development, has named Rita C. Mabli, United Hebrew President & CEO, as",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/08/Untitled-design-3.png
https://unitedhebrewgeriatric.org/assisted-living-in-westchester-county-the-price-prep-process/,"Assisted Living in Westchester County: The Price, Prep, & Process","Westchester’s population is aging. In the past decade, the number of people in the county age 65 and older increased by a remarkable 25%, according",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/08/GettyImages-1283667981.jpg
https://unitedhebrewgeriatric.org/taking-a-well-deserved-break-respite-care-for-caregivers-of-aging-parents/,Taking a Well-Deserved Break: Respite Care for Caregivers of Aging Parents,"If you are a caregiver of an aging parent, you understand the commitment and love that your role entails. Yet, even the most dedicated caregivers",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/07/Nurse-with-women-800-x-448.png
https://unitedhebrewgeriatric.org/how-reminiscing-helps-loved-ones-with-alzheimers-and-dementia/,How Reminiscing Helps Loved Ones with Alzheimer’s and Dementia,"Before personal computers, the internet, and A.I., if you wanted to get a real history “download,” grandpa, auntie, or your neighbor, the retired teacher, could",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/06/Father-and-son-800-x-448.png
https://unitedhebrewgeriatric.org/resident-staff-artworks-take-top-honors-in-state-competition/,Resident & Staff Artworks Take Top Honors in State Competition,The love for a beloved dog and the beauty of the changing seasons inspired four watercolor paintings created by United Hebrew staff and residents that,https://unitedhebrewgeriatric.org/wp-content/uploads/2023/06/Art-award-3-photo-collage-UH-800-×-448-px.png
https://unitedhebrewgeriatric.org/our-assisted-living-communities-earn-national-recognition-for-quality-care/,Our Assisted Living Communities Earn National Recognition for Quality Care,"Searching for a supportive assisted living community for your loved one can be challenging because such facilities are not nationally regulated. What’s more, not all",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/06/Grace-Rita-Nora-800-x-448.png
https://unitedhebrewgeriatric.org/prioritizing-mental-wellness-preventing-loneliness-among-seniors/,Prioritizing Mental Wellness & Preventing Loneliness Among Seniors,Lonely. We’ve all felt it at different stages in our lives. Empty nesters lose their sense of purpose and long for the buzzy commotion when,https://unitedhebrewgeriatric.org/wp-content/uploads/2023/05/Collage-800-x-448.png
https://unitedhebrewgeriatric.org/5-caregiver-strategies-to-combat-compassion-fatigue/,5 Caregiver Strategies to Combat Compassion Fatigue,"Dedicating ourselves to caring for others can be incredibly rewarding, providing purpose and joy in our lives. Less talked about are the risks of burnout",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/05/Caregiver-Fatigue-800-x-448.png
https://unitedhebrewgeriatric.org/how-to-pay-for-long-term-care/,How to Pay for Long-Term Care,"At some point, there will come a time when a loved one can no longer care for themselves. Dad may have suffered a stroke or",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/03/Insurance-blog-800-x-448.png
https://unitedhebrewgeriatric.org/rita-mabli-receives-national-award-for-setting-the-standard-in-senior-care/,Rita Mabli Receives National Award for ‘Setting the Standard’ in Senior Care,"McKnight’s Pinnacle Award Honors Professionals at the Top United Hebrew of New Rochelle President & CEO, Rita Mabli, was honored with a 2023 McKnight’s Pinnacle",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/03/Rita-award-800x448-1.png
https://unitedhebrewgeriatric.org/recovery-after-stroke-regaining-life-function-and-independence/,"Recovery after stroke – Regaining life, function and independence","Call it a brain attack, a cerebrovascular accident (CVA), or a transient ischemic attack, a stroke by any other name still induces dread among the",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/02/UH-Stroke-Recovery-Blog-800x448-1.png
https://unitedhebrewgeriatric.org/new-years-resolutions-an-ideal-opportunity-to-reassess-mom-and-dads-care-needs/,New Year’s Resolutions: An Ideal Opportunity to Reassess Mom and Dad’s Care Needs,"The holiday season is a time when many families travel near and far to be together, catch up, and celebrate. As a primary caregiver, taking",https://unitedhebrewgeriatric.org/wp-content/uploads/2023/01/Reassessing-aging-parents-needs-1.png
https://unitedhebrewgeriatric.org/how-to-help-protect-seniors-from-cyber-scams/,How to Help Protect Seniors from Cyber Scams,"Spurred by the pandemic, the rate of new technology adoption and online shopping among older consumers continues to grow, which leaves many at risk for",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/12/United-Hebrew-seniors-learn-cyber-safety-.png
https://unitedhebrewgeriatric.org/family-caregivers-6-tips-for-a-healthy-balanced-life-in-your-60s/,"Family Caregivers: 6 Tips for a Healthy, Balanced Life in Your 60s",Did you know that the average age of a family caregiver to a sick or elderly loved one over age 65 is 63 years old?,https://unitedhebrewgeriatric.org/wp-content/uploads/2022/12/Untitled-design-3.png
https://unitedhebrewgeriatric.org/8-great-gift-ideas-for-seniors-on-your-list/,8 Great Gift Ideas for Senior Loved Ones on Your List,"Gift giving is a great pleasure for many of us. When shopping for elderly loved ones, however, you may find yourself challenged. After all, they’ve",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/11/Untitled-design.png
https://unitedhebrewgeriatric.org/the-covid-booster-and-flu-vaccine-your-best-shots-for-good-health/,The COVID Booster and Flu Vaccine: Your Best Shot(s) for Good Health,"United Hebrew’s Medical Director Shares What You Need to Know Late summer and early fall signal the transition to crisp weather, pumpkin spice lattes and…",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/10/Untitled-design-3.png
https://unitedhebrewgeriatric.org/united-hebrew-of-new-rochelle-ranked-among-newsweeks-2023-americas-best-nursing-homes/,United Hebrew of New Rochelle Ranked Among Newsweek’s ‘2023 America’s Best Nursing Homes’,"For families searching for excellent skilled nursing care, positive ratings are valuable tools when reviewing options for care. So it is welcome news that United",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/09/Healy-and-Fox-2.png
https://unitedhebrewgeriatric.org/its-never-too-late-try-these-healthy-aging-tips-for-older-adults/,It’s Never Too Late: Try These Healthy Aging Tips for Older Adults,Most of us want to age well and live a long life. And that’s increasingly possible:  Experts now say that there’s a lot we can,https://unitedhebrewgeriatric.org/wp-content/uploads/2022/09/Healthy-Aging-800x448-1.png
https://unitedhebrewgeriatric.org/willow-gardens-memory-care-expands-with-new-wing/,Willow Gardens Memory Care Expands With New Wing,"With the number of people in Westchester County diagnosed with Alzheimer’s and dementia climbing each year, the need for high-quality memory care services in our",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/09/Willow-Gardens-Expansion-800x448-1.png
https://unitedhebrewgeriatric.org/meet-lizzie-this-small-town-southern-gal-is-no-shrinking-violet/,Meet Lizzie: This Small-Town Southern Gal is No Shrinking Violet,Lizzie King is a long-time resident of United Hebrew of New Rochelle whose story began in a small-town in Tennessee. After moving to the big,https://unitedhebrewgeriatric.org/wp-content/uploads/2022/08/Lizzie-King-800x448-1.png
https://unitedhebrewgeriatric.org/how-much-care-does-your-loved-one-need-planning-ahead-is-key-%ef%bf%bc/,How Much Care Does Your Loved One Need? Planning Ahead is Key.￼,"Chances are, someone you know is aging and requires some supportive care. And if not now, maybe soon: about seven in 10 people turning age",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/08/image002.jpg
https://unitedhebrewgeriatric.org/caregiver-support-for-millennials-what-you-need-to-know-about-caring-for-aging-parents/,Caregiver Support for Millennials: What You Need to Know About Caring for Aging Parents￼,The “sandwich generation” is a term that was coined to describe a group or generation of people who are supporting both their children and aging,https://unitedhebrewgeriatric.org/wp-content/uploads/2022/07/Senior-with-Millennial-Groceries.png
https://unitedhebrewgeriatric.org/lace-knitting-with-love-united-hebrew-resident-creates-winning-artwork/,Lace Knitting With Love: United Hebrew Resident Creates Winning Artwork,An intricately woven series of rainbow-colored knots and loops designed and knitted by a United Hebrew of New Rochelle resident has earned a spot in,https://unitedhebrewgeriatric.org/wp-content/uploads/2022/06/Untitled-design.png
https://unitedhebrewgeriatric.org/dos-and-donts-for-speaking-with-people-with-dementia/,Do’s and Don’ts for Speaking With People With Dementia,How Alzheimer’s disease and related dementias affects people varies widely: A mother who used to be quiet may become chatty; a father no longer remembers,https://unitedhebrewgeriatric.org/wp-content/uploads/2022/05/Untitled-design-5.png
https://unitedhebrewgeriatric.org/jim-staudt-honored-for-service-to-united-hebrew/,Jim Staudt Honored for Service to United Hebrew,"Congratulations to Jim Staudt, a stalwart supporter of United Hebrew, recognized by the Westchester Jewish Council with the Julian Y. Bernstein distinguished service award!  Jim",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/05/Untitled-design-3.png
https://unitedhebrewgeriatric.org/celebrating-long-term-cares-unsung-heroes-social-workers/,Celebrating Long-Term Care’s Unsung Heroes: Social Workers,"“The Time Is Right for Social Work” – that’s the theme of this year’s Social Work Month, and we couldn’t agree more. So as March goes",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/03/Untitled-design.png
https://unitedhebrewgeriatric.org/5-common-misconceptions-about-dementia/,5 Common Misconceptions About Dementia,"The word “dementia” is often used in common parlance as a catchall for a range of behaviors, including forgetfulness, in elderly people. But an elderly",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/03/Untitled-design-4.png
https://unitedhebrewgeriatric.org/seniors-share-views-on-the-world-in-current-events-group/,Seniors Share Views on the World in Current Events Group,Should the U.S. become involved in the Russia/Ukraine conflict? What’s the impact of commercial development in downtown New Rochelle? How will former President Trump factor,https://unitedhebrewgeriatric.org/wp-content/uploads/2022/02/Untitled-design-2.png
https://unitedhebrewgeriatric.org/what-to-look-for-in-a-memory-care-facility/,What to Look for in a Memory Care Facility,"Having a loved one with dementia or Alzheimer’s can be challenging in so many ways. If you’re a caregiver, you know how stressful it can",https://unitedhebrewgeriatric.org/wp-content/uploads/2022/02/Untitled-design.png
https://unitedhebrewgeriatric.org/express-yourself-the-healing-power-of-the-arts-for-older-adults/,Express Yourself: The Healing Power of the Arts for Older Adults,“Are you ready to get creative?!” art therapist Linda Erman-Strober asked a small group of seniors who were gathered in a common area at United,https://unitedhebrewgeriatric.org/wp-content/uploads/2022/01/Untitled-design.png
https://unitedhebrewgeriatric.org/dont-go-it-alone-resources-for-family-caregivers/,Don’t Go It Alone: Resources For Family Caregivers,"As this whirlwind year winds down and we look ahead to plans for 2022, many of us have family caregiving at the top of our",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/12/Resources-for-Family-Caregivers.png
https://unitedhebrewgeriatric.org/assisted-living-vs-memory-care-whats-best-for-your-loved-one/,Assisted Living vs. Memory Care: What’s Best for Your Loved One?,We often receive emails from community members asking questions about residential care. They usually want information and advice on how to determine the best option,https://unitedhebrewgeriatric.org/wp-content/uploads/2021/12/assisted-living-or-memory-care.png
https://unitedhebrewgeriatric.org/our-short-stay-rehab-center-named-among-best-in-nation/,Our Short-Stay Rehab Center Again Named Among Best in Nation,"Huge news! For the fourth year in a row, we have been recognized with the highest rating possible for our short-stay rehabilitation facility for 2021-2022",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/11/Rehab-STR-HP-blog.png
https://unitedhebrewgeriatric.org/music-to-their-ears-grant-expands-program-using-music-to-tap-into-precious-memories/,Music to Our Ears: Grant Expands Program Using Music to Tap into Precious Memories,"Music has always been an essential part of life on our campus. From musical entertainment to specialized music therapy programs, we’ve long witnessed the power",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/10/Music-and-Memory-Expands-at-United-Hebrew-of-New-Rochelle.png
https://unitedhebrewgeriatric.org/assisted-living-or-skilled-nursing-which-is-right-for-your-loved-one/,Assisted Living or Skilled Nursing:  Which is Right for Your Loved One?,You may be at a point in your life when you are noticing that your aging parents need a little help. You might be helping,https://unitedhebrewgeriatric.org/wp-content/uploads/2021/10/Whats-the-difference-between-skilled-nursing-and-assisted-living.png
https://unitedhebrewgeriatric.org/united-hebrew-ranked-among-newsweeks-americas-best-nursing-homes/,United Hebrew Ranks Among Newsweek’s ‘America’s Best Nursing Homes’,"For families searching for excellent skilled nursing care, positive ratings are valuable tools when reviewing options for care. So it is welcome news that United",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/10/United-Hebrew-best-nursing-home.png
https://unitedhebrewgeriatric.org/planning-hip-or-knee-replacement-surgery-read-this-first/,Planning Hip or Knee Replacement Surgery? Read This First.,"If an injury or wear and tear are prompting you to consider a hip or knee replacement, you are not alone. According to the National",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/09/Hip-replacement-care.png
https://unitedhebrewgeriatric.org/united-hebrew-president-ceo-rita-mabli-honored-with-top-executive-award/,United Hebrew President & CEO Rita Mabli Honored With Top Executive Award,"Another feather in her cap! Our warmest congratulations to Rita Mabli, who will be honored with the 2021 C-Suite Award on October 14. Presented by",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/09/Rita-Mabli-C-Suite-Award.png
https://unitedhebrewgeriatric.org/after-hospitalization-sub-acute-care-is-essential/,"After Hospitalization, Sub-Acute Care is Essential","What if you have been hospitalized for an extended period of time due to surgery, an illness or injury and are ready to be discharged,",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/08/Untitled-design-4.png
https://unitedhebrewgeriatric.org/dr-elaine-healy-honored-with-lifetime-achievement-award/,Dr. Elaine Healy Honored With Lifetime Achievement Award,"Our heartiest congratulations to Elaine Healy, MD, who will be honored with the 2021 Lifetime Achievement Award presented by the Westchester Fairfield County Business Journals at",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/08/Untitled-design-2.png
https://unitedhebrewgeriatric.org/united-hebrew-is-a-great-placeto-feel-at-home/,United Hebrew is a Great Place…to Feel at Home!,"Lorna Hawthorne remembers the day she started working in the housekeeping department at United Hebrew: March 22, 1999. She felt at home right away. Not",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/08/Untitled-design-3.png
https://unitedhebrewgeriatric.org/united-hebrew-is-a-great-placeto-be-creative/,United Hebrew Is a Great Place…To Be Creative!,"A Q&A with Kyung Bae, Psychotherapist, ATR & Counselor For Kyung Bae, art is more than a pastime. It’s an essential therapeutic tool to nurture the",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/07/Kyung-Bae-2.png
https://unitedhebrewgeriatric.org/golf-tournament-chair-reflects-on-his-involvement-with-united-hebrew/,Golf Tournament Chair Reflects on His Involvement with United Hebrew,"United Hebrew to Honor Long-Time Supporter, Tony Nardozzi at 35th Annual Event  When Tony Nardozzi was 14 years old, he worked during his summer vacations for",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/07/Tony-Nardozzi-2.png
https://unitedhebrewgeriatric.org/never-leave-home-without-lipstick-says-this-105-year-old/,‘Never Leave Home Without Lipstick’ Says This 105-Year-Old,"Sylvia Sabat, née Epstein, came of age during the Roaring 20s. She lived with her parents and two sisters on Houston Street, in the Lower",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/06/Untitled-design-2.png
https://unitedhebrewgeriatric.org/were-celebrating-our-asian-american-and-pacific-islander-team/,We’re Celebrating Our Asian American and Pacific Islander Team!,"May marks Asian American and Pacific Islander (AAPI) Heritage month, observed annually in the U.S. to highlight the contributions that Americans of Asian and Pacific",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/05/AAPI-UH-2.png
https://unitedhebrewgeriatric.org/chef-udo-dishes-on-delicious-new-dining-menu-at-united-hebrew/,Chef Udo Dishes on Delicious New Dining Menu at United Hebrew,"Eating the food we love with people we enjoy is one of life’s great pleasures. At United Hebrew, Chef Udo Schneider’s goal is for our",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/05/Chef-Udo-Schneider.png
https://unitedhebrewgeriatric.org/feeding-westchester-and-united-hebrew-pilot-prepared-meal-program-for-seniors/,Feeding Westchester and United Hebrew Pilot Prepared Meal Program for Seniors,"Good nutrition is important, no matter your age or stage in life. But as we age, life and physiological changes alter what we need to",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/04/Untitled-design-5.png
https://unitedhebrewgeriatric.org/why-united-hebrew-is-a-great-place-to-work/,Why United Hebrew Is a Great Place to Work,"If you ask staff at United Hebrew of New Rochelle to name one thing they love about working on the senior care campus, you may",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/04/Copy-Why-United-Hebrew-is-a-Great-Place-to-Work.png
https://unitedhebrewgeriatric.org/united-hebrew-announces-memory-care-expansion/,United Hebrew Announces Memory Care Expansion,"United Hebrew of New Rochelle is expanding its memory care facility in New Rochelle, Rita Mabli, president & CEO announced today. The project includes 16",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/04/Untitled-design-7.png
https://unitedhebrewgeriatric.org/smiles-and-some-tears-as-family-reunites-after-a-year-apart/,"Smiles, Tears as Family Reunites After a Year Apart","It’s been over a year since Josefina and Edwin Catedrilla have been able to see their son, Cyril, 45. Diagnosed with COVID-19 in March 2020,",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/03/Catedrilla-family-reunion-at-United-Hebrew.png
https://unitedhebrewgeriatric.org/taking-every-precaution-united-hebrews-response-covid-19/,Our Campus is Open!,"United Hebrew of New Rochelle is open! The health and safety of our residents, families, and staff is our first and highest priority. We are",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/03/UH-Reunions-heroes.jpg
https://unitedhebrewgeriatric.org/as-covid-cases-plummet-nursing-homes-among-the-safest-places-to-be/,"As Covid Cases Plummet, Nursing Homes Among the Safest Places to Be!","New Covid cases among nursing home residents have declined 82 percent since December, far outpacing the general population, bringing new optimism to our community.",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/UH-Reunions.png
https://unitedhebrewgeriatric.org/what-happens-when-the-nurse-becomes-the-patient/,What Happens When the Nurse Becomes the Patient?,"Elizabeth Berolatti loved working at United Hebrew in the 1970s. After her recent stay as a patient, she says the high quality of care has remained the same.",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/Untitled-design.png
https://unitedhebrewgeriatric.org/former-artist-nurtures-creative-spirit-at-willow-gardens-memory-care/,Former Artist Nurtures Creative Spirit at Willow Gardens Memory Care,"For Adele Levy Gore, a former working artist diagnosed with early onset dementia, painting helps her connect to her previous life and keep her passions alive.",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/Untitled-design-2.png
https://unitedhebrewgeriatric.org/honoring-the-legacy-of-michael-rozen/,Honoring the Legacy of Michael Rozen,"Few people have left a legacy at United Hebrew like Michael Rozen. He was one of our greatest champions and he dedicated countless volunteer hours to further our mission. He helped make possible access to expert and compassionate care for thousands of people, no matter their age or stage in life. When we lost Michael last year, we lost a principled leader and a treasured friend.",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/1.png
https://unitedhebrewgeriatric.org/united-hebrew-administers-its-first-covid-19-vaccines-to-residents-and-staff/,United Hebrew Administers its First COVID-19 Vaccines to Residents and Staff,We marked a significant milestone in the fight against the devastating coronavirus pandemic as we administered the first COVID-19 vaccines to our nursing home residents and staff.,https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/Untitled-design-6-1.png
https://unitedhebrewgeriatric.org/patricia-and-malcolm-lazarus-gift-to-endow-willow-gardens-memory-care/,Patricia and Malcolm Lazarus Gift Endows Willow Gardens Memory Care,"Malcolm H. Lazarus, and his wife, Patricia Lazarus, have made a major gift to endow Willow Gardens Memory Care, Westchester’s first assisted living residence dedicated exclusively to Alzheimer’s and dementia care.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/12/Patricia-and-Malcolm-H.-Lazarus.jpg
https://unitedhebrewgeriatric.org/united-hebrew-joins-innovative-pilot-program-to-prevent-the-spread-of-covid-19/,United Hebrew Joins Innovative Pilot Program to Prevent the Spread of COVID-19,"United Hebrew is participating in Project ECHO, an innovative pilot program to help nursing home administrators and frontline staff combat the spread of COVID-19.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/12/Project-Echo-COVID-Action-Network-2.png
https://unitedhebrewgeriatric.org/major-renovations-of-our-top-ranked-short-term-rehab-facility-now-complete/,Major Renovations of our Top-Ranked Short-Term Rehab Facility Now Complete,"The upgrades give Westchester residents access to cutting edge-therapy services in a safe, modern, home-like environment, at a center recently ranked as one of the nation’s best.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/12/Renovated-short-stay-rehab-center-.png
https://unitedhebrewgeriatric.org/virtual-group-provides-critical-support-for-alzheimers-caregivers/,Virtual Group Provides Critical Support for Alzheimer’s Caregivers,"With social distancing and other rules in play, our Alzheimer’s caregiver support group has moved to Zoom, enabling the delivery of the same resources to an even wider network of family members and caregivers.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Alzheimers-support-group.png
https://unitedhebrewgeriatric.org/first-woman-chair/,Rosemary McLaughlin Named as First Woman Board Chair at United Hebrew,We are so pleased to announce that Rosemary McLaughlin has been named as the chair of our board of directors. She is the first woman chair to hold the position in our 100+ year history.,https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design-2.png
https://unitedhebrewgeriatric.org/music-therapist-strikes-a-chord-with-memory-care-residents/,Music Therapist Strikes a Chord with Memory Care Residents,"As we adjust to our new normal, our dedicated and skilled music therapists find ways to share the healing joys of music with our residents with Alzheimer’s and dementia.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design-3-1.png
https://unitedhebrewgeriatric.org/united-hebrew-awarded-five-star-rating/,United Hebrew Awarded Five Star Rating,"The CMS five-star rating is the latest in a series of accolades United Hebrew has received locally, regionally and nationally for its patient-centered care.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design-2-1.png
https://unitedhebrewgeriatric.org/chef-reflects-on-16-year-career-at-united-hebrew-going-to-work-is-like-coming-home/,Chef Reflects on 16-Year Career at United Hebrew: ‘Going to Work is Like Coming Home’,"Motivation, a strong work ethic, the support of your co-workers, and a love of cooking: These ingredients are the secret sauce behind Chef Jahmal Guinyard’s 16-year career at United Hebrew.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design.png
https://unitedhebrewgeriatric.org/a-smooth-transition-to-memory-care-for-a-sister-with-dementia/,A Smooth Transition to Memory Care for a Sister with Dementia,"Helen knew her sister’s worsening dementia required around the clock support. She was happy to learn about Willow Gardens Memory Care, which provided medical care and social support in a secure environment.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design-6.png
https://unitedhebrewgeriatric.org/staying-safe-and-introducing-visitors-to-our-new-assisted-living-virtual-tour/,Introducing Visitors to Our New Assisted Living Virtual Tour!,"Check out our new, interactive virtual tour of our Willow Towers Assisted Living facility, which showcases our beautiful grounds, inviting common areas, and spacious apartments.",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Copy-of-Untitled-2.png
