href,title,excerpt,time,category,img_src
https://unitedhebrewgeriatric.org/were-celebrating-our-asian-american-and-pacific-islander-team/,We’re Celebrating Our Asian American and Pacific Islander Team!,"May marks Asian American and Pacific Islander (AAPI) Heritage month, observed annually in the U.S. to highlight the contributions that Americans of Asian and Pacific Island heritage have made to American history, culture, and society. At United Hebrew of New Rochelle, we’re celebrating the contributions of our AAPI staff who have worked tirelessly on the … Continue reading “We’re Celebrating Our Asian American and Pacific Islander Team!”","May 25, 2021","Uncategorized, All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/05/AAPI-UH-2.png
https://unitedhebrewgeriatric.org/feeding-westchester-and-united-hebrew-pilot-prepared-meal-program-for-seniors/,Feeding Westchester and United Hebrew Pilot Prepared Meal Program for Seniors,"Good nutrition is important, no matter your age or stage in life. But as we age, life and physiological changes alter what we need to do to stay healthy. We might need fewer calories, or more protein in our diets. And we may need assistance in making nutritious food for ourselves.  Many older adults may … Continue reading “Feeding Westchester and United Hebrew Pilot Prepared Meal Program for Seniors”","April 29, 2021","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/04/Untitled-design-5.png
https://unitedhebrewgeriatric.org/why-united-hebrew-is-a-great-place-to-work/,Why United Hebrew Is a Great Place to Work,"If you ask staff at United Hebrew of New Rochelle to name one thing they love about working on the senior care campus, you may get a puzzled look.  “Just one thing? That’s hard to do — I can think of several,” says Gilbert Yutuc, a cook at Willow Towers Assisted Living. “It’s the people. … Continue reading “Why United Hebrew Is a Great Place to Work”","April 22, 2021","Uncategorized, All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/04/Copy-Why-United-Hebrew-is-a-Great-Place-to-Work.png
https://unitedhebrewgeriatric.org/as-covid-cases-plummet-nursing-homes-among-the-safest-places-to-be/,"As Covid Cases Plummet, Nursing Homes Among the Safest Places to Be!","New Covid cases among nursing home residents have declined 82 percent since December, far outpacing the general population, bringing new optimism to our community.","March 8, 2021","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/UH-Reunions.png
https://unitedhebrewgeriatric.org/what-happens-when-the-nurse-becomes-the-patient/,What Happens When the Nurse Becomes the Patient?,"Elizabeth Berolatti loved working at United Hebrew in the 1970s. After her recent stay as a patient, she says the high quality of care has remained the same.","February 26, 2021","All, Long-term Care, Rehabilitation",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/Untitled-design.png
https://unitedhebrewgeriatric.org/former-artist-nurtures-creative-spirit-at-willow-gardens-memory-care/,Former Artist Nurtures Creative Spirit at Willow Gardens Memory Care,"For Adele Levy Gore, a former working artist diagnosed with early onset dementia, painting helps her connect to her previous life and keep her passions alive.","February 23, 2021","All, Alzheimer’s and Dementia",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/Untitled-design-2.png
https://unitedhebrewgeriatric.org/honoring-the-legacy-of-michael-rozen/,Honoring the Legacy of Michael Rozen,"Few people have left a legacy at United Hebrew like Michael Rozen. He was one of our greatest champions and he dedicated countless volunteer hours to further our mission. He helped make possible access to expert and compassionate care for thousands of people, no matter their age or stage in life. When we lost Michael last year, we lost a principled leader and a treasured friend. ","January 25, 2021","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/1.png
https://unitedhebrewgeriatric.org/united-hebrew-administers-its-first-covid-19-vaccines-to-residents-and-staff/,United Hebrew Administers its First COVID-19 Vaccines to Residents and Staff,We marked a significant milestone in the fight against the devastating coronavirus pandemic as we administered the first COVID-19 vaccines to our nursing home residents and staff.,"January 8, 2021","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2021/01/Untitled-design-6-1.png
https://unitedhebrewgeriatric.org/patricia-and-malcolm-lazarus-gift-to-endow-willow-gardens-memory-care/,Patricia and Malcolm Lazarus Gift Endows Willow Gardens Memory Care,"Malcolm H. Lazarus, and his wife, Patricia Lazarus, have made a major gift to endow Willow Gardens Memory Care, Westchester’s first assisted living residence dedicated exclusively to Alzheimer’s and dementia care.","December 16, 2020",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2020/12/Patricia-and-Malcolm-H.-Lazarus.jpg
https://unitedhebrewgeriatric.org/united-hebrew-joins-innovative-pilot-program-to-prevent-the-spread-of-covid-19/,United Hebrew Joins Innovative Pilot Program to Prevent the Spread of COVID-19,"United Hebrew is participating in Project ECHO, an innovative pilot program to help nursing home administrators and frontline staff combat the spread of COVID-19.","December 15, 2020","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/12/Project-Echo-COVID-Action-Network-2.png
https://unitedhebrewgeriatric.org/major-renovations-of-our-top-ranked-short-term-rehab-facility-now-complete/,Major Renovations of our Top-Ranked Short-Term Rehab Facility Now Complete,"The upgrades give Westchester residents access to cutting edge-therapy services in a safe, modern, home-like environment, at a center recently ranked as one of the nation’s best.","December 4, 2020",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2020/12/Renovated-short-stay-rehab-center-.png
https://unitedhebrewgeriatric.org/virtual-group-provides-critical-support-for-alzheimers-caregivers/,Virtual Group Provides Critical Support for Alzheimer’s Caregivers,"With social distancing and other rules in play, our Alzheimer’s caregiver support group has moved to Zoom, enabling the delivery of the same resources to an even wider network of family members and caregivers.","October 28, 2020","All, Alzheimer’s and Dementia, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Alzheimers-support-group.png
https://unitedhebrewgeriatric.org/first-woman-chair/,Rosemary McLaughlin Named as First Woman Board Chair at United Hebrew,We are so pleased to announce that Rosemary McLaughlin has been named as the chair of our board of directors. She is the first woman chair to hold the position in our 100+ year history.,"October 16, 2020","All, Our Stories, press",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design-2.png
https://unitedhebrewgeriatric.org/music-therapist-strikes-a-chord-with-memory-care-residents/,Music Therapist Strikes a Chord with Memory Care Residents,"As we adjust to our new normal, our dedicated and skilled music therapists find ways to share the healing joys of music with our residents with Alzheimer’s and dementia.","September 25, 2020","All, Alzheimer’s and Dementia, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design-3-1.png
https://unitedhebrewgeriatric.org/united-hebrew-awarded-five-star-rating/,United Hebrew Awarded Five Star Rating,"The CMS five-star rating is the latest in a series of accolades United Hebrew has received locally, regionally and nationally for its patient-centered care.","August 28, 2020","All, Long-term Care, Rehabilitation",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design-2-1.png
https://unitedhebrewgeriatric.org/chef-reflects-on-16-year-career-at-united-hebrew-going-to-work-is-like-coming-home/,Chef Reflects on 16-Year Career at United Hebrew: ‘Going to Work is Like Coming Home’,"Motivation, a strong work ethic, the support of your co-workers, and a love of cooking: These ingredients are the secret sauce behind Chef Jahmal Guinyard’s 16-year career at United Hebrew.","August 28, 2020","All, Assisted Living, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design.png
https://unitedhebrewgeriatric.org/a-smooth-transition-to-memory-care-for-a-sister-with-dementia/,A Smooth Transition to Memory Care for a Sister with Dementia,"Helen knew her sister’s worsening dementia required around the clock support. She was happy to learn about Willow Gardens Memory Care, which provided medical care and social support in a secure environment.","August 14, 2020","All, Alzheimer’s and Dementia, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Untitled-design-6.png
https://unitedhebrewgeriatric.org/staying-safe-and-introducing-visitors-to-our-new-assisted-living-virtual-tour/,Introducing Visitors to Our New Assisted Living Virtual Tour!,"Check out our new, interactive virtual tour of our Willow Towers Assisted Living facility, which showcases our beautiful grounds, inviting common areas, and spacious apartments. ","July 24, 2020","All, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/10/Copy-of-Untitled-2.png
https://unitedhebrewgeriatric.org/helping-to-heal-why-we-care-about-wound-care/,Helping to Heal: Why We Care About Wound Care,"Treating chronic wounds quickly is critical. What most people don’t realize is that if left untreated, some wounds, like pressure wounds, can be fatal.","July 22, 2020","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/07/Wound-care-certified-nurses.png
https://unitedhebrewgeriatric.org/you-took-her-in-when-no-one-else-would/,“You Took Her in When No One Else Would”,"United Hebrew is committed to supporting seniors and their families, even in these most challenging times.","May 27, 2020","All, Caregivers, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/07/Untitled-design-1-1.png
https://unitedhebrewgeriatric.org/nurse-appreciation-week-spotlight-on-jennifer-tan/,Nurse Appreciation Week: Spotlight on Jennifer Tan,"Happy Nurse Appreciation Week to Jennifer Tan and all of our extraordinary nurses on the front lines, selflessly providing care for our most vulnerable citizens.","May 6, 2020",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2020/07/Nurse-appreciation-week.png
https://unitedhebrewgeriatric.org/with-masks-food-and-hip-hop-new-rochelle-community-supports-united-hebrew/,"With Masks, Food, and Hip Hop, New Rochelle Community Supports United Hebrew","Generosity in the face of this pandemic has taken many forms, and support has arrived on our campus from New Rochelle, the region, and across the nation. ","April 29, 2020",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2020/07/Untitled-design-1.png
https://unitedhebrewgeriatric.org/social-distancing-westchester-community-spreads-cheer-seniors-staff/,"While Social Distancing, Westchester Community Spreads Cheer to Seniors and Staff",The arrival of very warm and encouraging letters from the outside community has been a source of unexpected joy for our residents and staff during the pandemic.,"April 3, 2020","All, Assisted Living, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/07/Untitled-design-7.png
https://unitedhebrewgeriatric.org/helping-seniors-loved-ones-cope-covid-19-anxiety/,Helping Seniors and Loved Ones Cope with COVID-19 Anxiety,"To fill the void left by family members visits, United Hebrew’s recreation team has initiated virtual visits via FaceTime and Skype.","March 19, 2020","All, Long-term Care, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/07/Untitled-design-3.png
https://unitedhebrewgeriatric.org/heartwarming-thanks-new-rochelles-first-responders/,A Heartwarming Thanks for New Rochelle’s First Responders,"Whether attending to a medical emergency, responding to a fire call, or teaching seniors how to avoid scams, New Rochelle’s first responders show bravery, dedication, and sacrifice on a daily basis. We showed our appreciation.","March 10, 2020","All, Assisted Living, Long-term Care, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/07/Untitled-design-11.png
https://unitedhebrewgeriatric.org/united-hebrew-president-ceo-rita-mabli-garners-two-prestigious-honors/,United Hebrew President & CEO Rita Mabli Garners Two Prestigious Honors,"Rita Mabli is a recipient of the McKnight’s Women of Distinction Award and the Iona College Women of Achievement Award, which recognize her achievements in her career and community.","February 27, 2020","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/07/Untitled-design-3-1.png
https://unitedhebrewgeriatric.org/united-hebrew-ceo-advocates-advancement-women/,United Hebrew CEO Advocates for the Advancement of Women,"Supporting women in college and the workplace comes naturally to Rita Mabli, who has always aimed to “pay it forward.”","January 23, 2020","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/02/Rita-Mabli-speaking-at-Iona-College-1.png
https://unitedhebrewgeriatric.org/caring-caregiver-reduce-stress-avoid-burnout/,Caring for the Caregiver: How to Reduce Stress and Avoid Burnout,"If you are caring for an aging loved one, you may be physically strained, emotional drained, and stressed. It’s vitally important for you to care for yourself, too. ","January 21, 2020","All, Caregivers",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/02/Untitled-design-8.png
https://unitedhebrewgeriatric.org/diminishing-risk-dementia-new-study-offers-strategies/,Diminishing Risk for Dementia: New Study Offers Strategies,"Reducing your risk of dementia is best approached with a combination of behaviors, including exercise, a healthy diet, sleep, and cognitive training, according to experts.","January 6, 2020","All, Alzheimer’s and Dementia",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/02/Untitled-design-5.png
https://unitedhebrewgeriatric.org/joan-lunden-shares-tips-taking-care-aging-parents/,Joan Lunden Shares Tips for Taking Care of Aging Parents,"Start the conversation early with your aging parents and don’t wait for a crisis to hit, Joan Lunden told guests at United Hebrew’s 100th Anniversary Gala celebration. Read her suggestions here. ","November 26, 2019","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/02/Untitled-design-5-1.png
https://unitedhebrewgeriatric.org/united-hebrew-100th-anniversary-gala-raises-record-breaking-sums-senior-care/,United Hebrew 100th Anniversary Gala Raises Record-Breaking Sums for Senior Care,"United Hebrew of New Rochelle’s 100th Anniversary Gala raised awareness of the challenges of caring for aging parents and a record-breaking $500,000 to support care for senior residents.","November 25, 2019","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2020/02/Untitled-design-4-1.png
https://unitedhebrewgeriatric.org/united-hebrew-once-again-named-high-performing-by-us-news-world-report/,United Hebrew Once Again Named ‘High Performing’ by US News & World Report,U.S. News & World Report has again named United Hebrew as among the top 15% in the nation for short-stay rehabilitation facilities.,"November 18, 2019",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2020/02/Untitled-design-4.png
https://unitedhebrewgeriatric.org/protecting-elderly-loved-ones-falls/,Protecting Your Elderly Loved Ones from Falls,Falls are a serious concern for seniors. Our physical therapy experts offer tips for helping your loved ones reduce their risk for falls. ,"October 22, 2019",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2020/02/Untitled-design-6-2.png
https://unitedhebrewgeriatric.org/bruce-gordons-heartfelt-testimonial-cant-imagine-better-staff-better-place/,Bruce Gordon’s Heartfelt Testimonial:  “I can’t imagine a better staff — or a better place.”,"Bruce Gordon, MD, toured ten facilities to find the organization best suited to his wife’s healthcare needs. His conclusion? “United Hebrew was the best.” ","October 22, 2019",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Untitled-design-1-1-1.png
https://unitedhebrewgeriatric.org/plan-senior-care-health-crisis-hits-study/,Plan for Senior Care Before a Health Crisis Hits,"The aging process is inevitable. Yet, many older adults and their families are caught off guard when a health crisis occurs and there are no care plans in place.","September 20, 2019","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Plan-ahead-for-senior-care-.png
https://unitedhebrewgeriatric.org/united-hebrew-feeding-westchester-team-promote-senior-nutrition/,United Hebrew and Feeding Westchester Team Up to Promote Senior Nutrition,Feeding Westchester’s Senior Grocery” program brings a monthly delivery of fresh produce each month to over 90 residents of our Meadow Lane and Soundview Senior Apartments.,"August 24, 2019","All, Healthy Aging, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Untitled-design-2.png
https://unitedhebrewgeriatric.org/united-hebrew-welcomes-two-new-members-board-directors/,United Hebrew Welcomes Two New Members to Board of Directors,"In their new roles, De Lande Long and Gerspach will provide insights into the needs of the elderly, as well as serve as ambassadors of our organization, which serves as a resource for people seeking high-quality eldercare.","August 16, 2019",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Untitled-design-4-1.png
https://unitedhebrewgeriatric.org/heat-wave-seniors-risk-heat-illness/,Heat Wave: Why Seniors are More at Risk for Heat Illness,"For older adults, extreme heat can be dangerous. With temperatures soaring in the 90s and 100s, it is important to understand the effects of heat on the elderly and what precautions to take to prevent heat-related illnesses.","July 30, 2019","All, Healthy Aging",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Senior-man-drinks-water-to-avoid-heat-illness-.png
https://unitedhebrewgeriatric.org/slow-prevent-memory-loss/,How to Slow or Prevent Memory Loss,"Engaging in mentally stimulating activities is linked to a lower risk of developing mild cognitive impairment, often a precursor to Alzheimer’s and dementia, according to a new study. The more engaged people are, the less likely they are to develop memory and thinking issues.","July 18, 2019","All, Healthy Aging",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Untitled-design-6-3.png
https://unitedhebrewgeriatric.org/willow-gardens-national-award/,Willow Gardens Memory Care Earns National Recognition for Quality Care,Willow Gardens is one of only four assisted living communities in New York State to receive the Bronze – Commitment to Quality Award this year. ,"June 27, 2019","All, Alzheimer’s and Dementia",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Willow-Gardens-Staff.png
https://unitedhebrewgeriatric.org/new-nurse-call-system-improves-quality-resident-care/,New Nurse Call System Improves Quality of Resident Care,"The new system brings an array of new functionality that helps United Hebrew provide the highest quality of resident care, while improving efficiency and workflow for staff.  ","June 6, 2019","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Untitled-design-1-1.png
https://unitedhebrewgeriatric.org/eleven-couples-renew-wedding-vows-take-two-ceremony/,"Eleven Couples Renew Wedding Vows at ‘I Do, Take Two!’ Ceremony","Eleven couples, some of which have been married for more than 60 years, shared their longevity secrets at a festive vow renewal celebration  organized by United Hebrew as part of its Centennial Year.","June 5, 2019","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/10/Untitled-design-3-2.png
https://unitedhebrewgeriatric.org/2511-2/,United Hebrew Honors Community Leaders at 8th Annual Community Service Awards Ceremony,"Not only are their individual achievements remarkable, but collectively, their expertise benefits many individuals in our community. We are truly inspired.","May 8, 2019","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/Untitled-design-4-2.png
https://unitedhebrewgeriatric.org/older-americans-sitting-too-much/,"Study: Older Americans Are Sitting Way Too Much, and Computers Are to Blame","Older adults (age 65 and older) are spending more time sitting now than they did in 2001, according to a new study. Because a sedentary lifestyle poses health risks, we aim to keep our seniors moving.","April 29, 2019","All, Healthy Aging",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/Active-older-adults.png
